,drug_1,drug_2,context,label
199,4091,46926350,A2058,0
200,4091,11520894,A2058,1
201,4091,46239015,A2058,0
202,4091,9826528,A2058,1
203,126941,11960529,A2058,0
204,126941,24856436,A2058,0
205,126941,11977753,A2058,0
206,126941,387447,A2058,0
207,126941,46926350,A2058,1
208,126941,5288382,A2058,0
209,126941,216453,A2058,0
210,126941,216453,A2058,1
211,126941,208908,A2058,0
212,126941,24964624,A2058,1
213,126941,24964624,A2058,0
214,126941,24958200,A2058,0
215,126941,24748204,A2058,0
216,126941,11520894,A2058,0
217,126941,46239015,A2058,0
218,126941,9826528,A2058,0
219,126941,216239,A2058,0
220,126941,5329102,A2058,0
221,126941,5394,A2058,0
222,126941,5311,A2058,0
223,5746,24856436,A2058,1
224,5746,11977753,A2058,1
225,5746,387447,A2058,1
226,5746,3062316,A2058,1
227,5746,46926350,A2058,1
228,5746,176870,A2058,0
229,5746,5288382,A2058,1
230,5746,208908,A2058,1
231,5746,24964624,A2058,1
232,5746,24958200,A2058,1
233,5746,24748204,A2058,1
234,5746,11520894,A2058,1
235,5746,46239015,A2058,1
236,5746,9826528,A2058,1
237,5746,216239,A2058,0
238,5746,5329102,A2058,1
239,5746,5394,A2058,1
240,5746,5311,A2058,1
241,24964624,11977753,A2058,1
242,24964624,387447,A2058,0
243,24964624,3062316,A2058,1
244,24964624,46926350,A2058,1
245,24964624,176870,A2058,1
246,24964624,5288382,A2058,1
247,24964624,11520894,A2058,1
248,24964624,46239015,A2058,1
249,24964624,498162,A2058,1
250,24964624,498162,A2058,0
251,24964624,9826528,A2058,1
252,24964624,104842,A2058,1
253,24964624,216239,A2058,1
254,24964624,60700,A2058,1
255,59691338,3385,A2058,1
256,59691338,11960529,A2058,1
257,59691338,11960529,A2058,0
258,59691338,24856436,A2058,0
259,59691338,387447,A2058,1
260,59691338,387447,A2058,0
261,59691338,2567,A2058,0
262,59691338,3062316,A2058,0
263,59691338,3062316,A2058,1
264,59691338,46926350,A2058,0
265,59691338,176870,A2058,0
266,59691338,216453,A2058,1
267,59691338,216453,A2058,0
268,59691338,208908,A2058,0
269,59691338,4091,A2058,1
270,59691338,126941,A2058,0
271,59691338,24964624,A2058,0
272,59691338,24958200,A2058,0
273,59691338,24748204,A2058,0
274,59691338,24748204,A2058,1
275,59691338,11520894,A2058,0
276,59691338,11520894,A2058,1
277,59691338,46239015,A2058,0
278,59691338,15953832,A2058,0
279,59691338,498162,A2058,0
280,59691338,36314,A2058,0
281,59691338,9826528,A2058,1
282,59691338,104842,A2058,0
283,59691338,216239,A2058,1
284,59691338,5329102,A2058,1
285,59691338,5394,A2058,0
286,59691338,60700,A2058,1
287,59691338,13342,A2058,0
288,59691338,5311497,A2058,0
289,59691338,5311,A2058,0
290,24958200,11960529,A2058,0
291,24958200,11977753,A2058,0
292,24958200,46926350,A2058,1
293,24958200,176870,A2058,1
294,24958200,5288382,A2058,1
295,24958200,24964624,A2058,1
296,24958200,11520894,A2058,0
297,24958200,11520894,A2058,1
298,24958200,46239015,A2058,1
299,24958200,498162,A2058,1
300,24958200,9826528,A2058,0
301,24958200,104842,A2058,1
302,24958200,216239,A2058,0
303,24958200,60700,A2058,1
304,24748204,11977753,A2058,1
305,24748204,387447,A2058,0
306,24748204,3062316,A2058,1
307,24748204,176870,A2058,1
308,24748204,24964624,A2058,1
309,24748204,24958200,A2058,1
310,24748204,11520894,A2058,1
311,24748204,46239015,A2058,0
312,24748204,498162,A2058,0
313,24748204,9826528,A2058,1
314,24748204,60700,A2058,1
315,11520894,11977753,A2058,1
316,11520894,46926350,A2058,1
317,11520894,5288382,A2058,1
318,11520894,46239015,A2058,1
319,11520894,498162,A2058,1
320,11520894,104842,A2058,1
321,11520894,216239,A2058,1
322,15953832,3385,A2058,1
323,15953832,11960529,A2058,1
324,15953832,387447,A2058,1
325,15953832,2567,A2058,1
326,15953832,2907,A2058,1
327,15953832,3062316,A2058,1
328,15953832,5743,A2058,1
329,15953832,216453,A2058,1
330,15953832,208908,A2058,1
331,15953832,4091,A2058,1
332,15953832,24964624,A2058,1
333,15953832,24748204,A2058,0
334,15953832,11520894,A2058,1
335,15953832,498162,A2058,1
336,15953832,498162,A2058,0
337,15953832,216239,A2058,1
338,15953832,5329102,A2058,1
339,15953832,5394,A2058,1
340,498162,46239015,A2058,1
341,36314,11960529,A2058,0
342,36314,11977753,A2058,0
343,36314,11977753,A2058,1
344,36314,387447,A2058,0
345,36314,387447,A2058,1
346,36314,176870,A2058,0
347,36314,5288382,A2058,1
348,36314,5288382,A2058,0
349,36314,216453,A2058,1
350,36314,208908,A2058,1
351,36314,208908,A2058,0
352,36314,24964624,A2058,1
353,36314,24958200,A2058,0
354,36314,24748204,A2058,1
355,36314,46239015,A2058,0
356,36314,9826528,A2058,1
357,36314,5329102,A2058,1
358,36314,5394,A2058,1
359,9826528,11977753,A2058,1
360,9826528,46926350,A2058,1
361,9826528,5288382,A2058,1
362,9826528,11520894,A2058,1
363,9826528,46239015,A2058,1
364,9826528,498162,A2058,1
365,9826528,216239,A2058,1
366,9826528,60700,A2058,1
367,104842,46926350,A2058,1
368,104842,46239015,A2058,1
369,104842,216239,A2058,1
370,216239,46926350,A2058,1
371,216239,46239015,A2058,1
372,5329102,11960529,A2058,1
373,5329102,24856436,A2058,1
374,5329102,11977753,A2058,1
375,5329102,387447,A2058,1
376,5329102,3062316,A2058,1
377,5329102,46926350,A2058,1
378,5329102,176870,A2058,1
379,5329102,5288382,A2058,1
380,5329102,208908,A2058,1
381,5329102,24964624,A2058,1
382,5329102,24958200,A2058,1
383,5329102,11520894,A2058,1
384,5329102,46239015,A2058,1
385,5329102,498162,A2058,1
386,5329102,9826528,A2058,1
387,5329102,104842,A2058,1
388,5329102,216239,A2058,1
389,5329102,5394,A2058,1
390,5329102,60700,A2058,1
391,5394,11960529,A2058,1
392,5394,24856436,A2058,1
393,5394,11977753,A2058,1
394,5394,387447,A2058,1
395,5394,3062316,A2058,1
396,5394,46926350,A2058,1
397,5394,176870,A2058,1
398,5394,5288382,A2058,1
399,5394,208908,A2058,1
400,5394,24964624,A2058,1
401,5394,24958200,A2058,1
402,5394,11520894,A2058,1
403,5394,46239015,A2058,1
404,5394,9826528,A2058,1
405,5394,104842,A2058,1
406,5394,216239,A2058,1
407,5394,60700,A2058,1
408,60700,11977753,A2058,1
409,60700,46926350,A2058,1
410,60700,46239015,A2058,1
411,60700,216239,A2058,1
412,13342,11960529,A2058,0
413,13342,24856436,A2058,1
414,13342,11977753,A2058,1
415,13342,11977753,A2058,0
416,13342,387447,A2058,1
417,13342,3062316,A2058,0
418,13342,46926350,A2058,0
419,13342,176870,A2058,1
420,13342,5288382,A2058,1
421,13342,216453,A2058,1
422,13342,208908,A2058,0
423,13342,208908,A2058,1
424,13342,24964624,A2058,0
425,13342,24958200,A2058,0
426,13342,11520894,A2058,1
427,13342,11520894,A2058,0
428,13342,46239015,A2058,0
429,13342,9826528,A2058,0
430,13342,216239,A2058,1
431,13342,5329102,A2058,1
432,13342,5394,A2058,0
433,13342,5311,A2058,1
434,13342,5311,A2058,0
435,5311497,11960529,A2058,0
436,5311497,11977753,A2058,1
437,5311497,387447,A2058,0
438,5311497,3062316,A2058,0
439,5311497,46926350,A2058,1
440,5311497,5288382,A2058,1
441,5311497,208908,A2058,1
442,5311497,208908,A2058,0
443,5311497,24964624,A2058,0
444,5311497,24958200,A2058,0
445,5311497,24748204,A2058,0
446,5311497,11520894,A2058,0
447,5311497,46239015,A2058,0
448,5311497,9826528,A2058,0
449,5311497,5329102,A2058,0
450,5311497,5329102,A2058,1
451,5311497,5394,A2058,0
452,5311497,5311,A2058,0
453,5311497,5311,A2058,1
454,5311,11960529,A2058,1
455,5311,24856436,A2058,1
456,5311,11977753,A2058,1
457,5311,387447,A2058,1
458,5311,3062316,A2058,1
459,5311,46926350,A2058,0
460,5311,176870,A2058,1
461,5311,5288382,A2058,1
462,5311,60749,A2058,1
463,5311,208908,A2058,1
464,5311,24964624,A2058,1
465,5311,24958200,A2058,1
466,5311,11520894,A2058,1
467,5311,46239015,A2058,1
468,5311,498162,A2058,1
469,5311,9826528,A2058,1
470,5311,104842,A2058,1
471,5311,216239,A2058,1
472,5311,5329102,A2058,1
473,5311,5394,A2058,1
474,5311,60700,A2058,1
475,3385,24856436,A2780,1
476,3385,11977753,A2780,1
477,3385,387447,A2780,1
478,3385,3062316,A2780,1
479,3385,46926350,A2780,1
480,3385,176870,A2780,1
481,3385,5288382,A2780,1
482,3385,216453,A2780,1
483,3385,208908,A2780,1
484,3385,24964624,A2780,1
485,3385,24958200,A2780,1
486,3385,24748204,A2780,1
487,3385,11520894,A2780,1
488,3385,46239015,A2780,1
489,3385,9826528,A2780,1
490,3385,216239,A2780,1
491,3385,5329102,A2780,1
492,3385,5394,A2780,1
493,3385,5311,A2780,1
494,11960529,11977753,A2780,1
495,11960529,46926350,A2780,1
496,11960529,46239015,A2780,1
497,11960529,498162,A2780,1
498,11960529,104842,A2780,1
499,24856436,11977753,A2780,1
500,24856436,3062316,A2780,1
501,24856436,46926350,A2780,1
502,24856436,176870,A2780,1
503,24856436,5288382,A2780,1
504,24856436,208908,A2780,1
505,24856436,24964624,A2780,1
506,24856436,24958200,A2780,1
507,24856436,24748204,A2780,1
508,24856436,11520894,A2780,1
509,24856436,46239015,A2780,1
510,24856436,498162,A2780,1
511,24856436,9826528,A2780,1
512,24856436,104842,A2780,1
513,24856436,216239,A2780,1
514,24856436,60700,A2780,1
515,11977753,46926350,A2780,1
516,11977753,46239015,A2780,1
517,11977753,498162,A2780,1
518,11977753,104842,A2780,1
519,11977753,216239,A2780,1
520,387447,11977753,A2780,1
521,387447,3062316,A2780,1
522,387447,5288382,A2780,1
523,387447,46239015,A2780,1
524,387447,498162,A2780,1
525,387447,216239,A2780,1
526,387447,60700,A2780,1
527,2567,11960529,A2780,1
528,2567,24856436,A2780,1
529,2567,11977753,A2780,1
530,2567,387447,A2780,1
531,2567,3062316,A2780,1
532,2567,46926350,A2780,1
533,2567,176870,A2780,1
534,2567,5288382,A2780,1
535,2567,216453,A2780,1
536,2567,208908,A2780,1
537,2567,24964624,A2780,1
538,2567,24958200,A2780,1
539,2567,24748204,A2780,1
540,2567,11520894,A2780,1
541,2567,46239015,A2780,1
542,2567,9826528,A2780,1
543,2567,5329102,A2780,1
544,2567,5394,A2780,1
545,2567,5311,A2780,1
546,2907,11960529,A2780,1
547,2907,3062316,A2780,1
548,2907,5394,A2780,1
549,3062316,11960529,A2780,1
550,3062316,11977753,A2780,1
551,3062316,46926350,A2780,1
552,3062316,5288382,A2780,1
553,3062316,11520894,A2780,1
554,3062316,46239015,A2780,1
555,3062316,498162,A2780,1
556,3062316,104842,A2780,1
557,3062316,216239,A2780,1
558,3062316,60700,A2780,1
559,5743,11960529,A2780,1
560,5743,3062316,A2780,1
561,5743,5394,A2780,1
562,46926350,46239015,A2780,1
563,31703,11960529,A2780,1
564,31703,24856436,A2780,1
565,31703,11977753,A2780,1
566,31703,387447,A2780,1
567,31703,3062316,A2780,1
568,31703,46926350,A2780,1
569,31703,176870,A2780,1
570,31703,5288382,A2780,1
571,31703,208908,A2780,1
572,31703,24964624,A2780,1
573,31703,24958200,A2780,1
574,31703,24748204,A2780,1
575,31703,11520894,A2780,1
576,31703,9826528,A2780,1
577,31703,216239,A2780,1
578,31703,5329102,A2780,1
579,31703,5394,A2780,1
580,31703,5311,A2780,1
581,176870,11960529,A2780,1
582,176870,11977753,A2780,1
583,176870,387447,A2780,1
584,176870,3062316,A2780,1
585,176870,46926350,A2780,1
586,176870,5288382,A2780,1
587,176870,11520894,A2780,1
588,176870,46239015,A2780,1
589,176870,498162,A2780,1
590,176870,9826528,A2780,1
591,176870,104842,A2780,1
592,176870,216239,A2780,1
593,176870,60700,A2780,1
594,36462,11960529,A2780,1
595,36462,24856436,A2780,1
596,36462,11977753,A2780,1
597,36462,387447,A2780,1
598,36462,3062316,A2780,1
599,36462,46926350,A2780,1
600,36462,176870,A2780,1
601,36462,5288382,A2780,1
602,36462,208908,A2780,1
603,36462,24964624,A2780,1
604,36462,24958200,A2780,1
605,36462,24748204,A2780,1
606,36462,11520894,A2780,1
607,36462,46239015,A2780,1
608,36462,9826528,A2780,1
609,36462,216239,A2780,1
610,36462,5329102,A2780,1
611,36462,5394,A2780,1
612,36462,5311,A2780,1
613,5288382,11977753,A2780,1
614,5288382,46239015,A2780,1
615,5288382,498162,A2780,1
616,5288382,104842,A2780,1
617,5288382,216239,A2780,1
618,5288382,60700,A2780,1
619,60749,24856436,A2780,1
620,60749,387447,A2780,1
621,60749,3062316,A2780,1
622,60749,176870,A2780,1
623,60749,11520894,A2780,1
624,60749,46239015,A2780,1
625,60749,5394,A2780,1
626,216453,24856436,A2780,1
627,216453,11977753,A2780,1
628,216453,387447,A2780,1
629,216453,3062316,A2780,1
630,216453,46926350,A2780,1
631,216453,176870,A2780,1
632,216453,5288382,A2780,1
633,216453,208908,A2780,1
634,216453,24964624,A2780,1
635,216453,24958200,A2780,1
636,216453,24748204,A2780,1
637,216453,46239015,A2780,1
638,216453,498162,A2780,1
639,216453,9826528,A2780,1
640,216453,104842,A2780,1
641,216453,216239,A2780,1
642,216453,5329102,A2780,1
643,216453,5394,A2780,1
644,216453,60700,A2780,1
645,216453,5311497,A2780,1
646,216453,5311,A2780,1
647,208908,11960529,A2780,1
648,208908,11977753,A2780,1
649,208908,387447,A2780,1
650,208908,3062316,A2780,1
651,208908,46926350,A2780,1
652,208908,176870,A2780,1
653,208908,5288382,A2780,1
654,208908,24964624,A2780,1
655,208908,24958200,A2780,1
656,208908,24748204,A2780,1
657,208908,11520894,A2780,1
658,208908,46239015,A2780,1
659,208908,498162,A2780,1
660,208908,9826528,A2780,1
661,208908,104842,A2780,1
662,208908,216239,A2780,1
663,208908,60700,A2780,1
664,4091,11960529,A2780,0
665,4091,3062316,A2780,1
666,4091,5394,A2780,1
667,126941,24856436,A2780,1
668,126941,3062316,A2780,1
669,126941,5288382,A2780,0
670,126941,24964624,A2780,1
671,126941,24748204,A2780,1
672,126941,11520894,A2780,0
673,126941,46239015,A2780,1
674,126941,9826528,A2780,0
675,126941,5394,A2780,1
676,126941,5311,A2780,0
677,5746,11960529,A2780,1
678,5746,24856436,A2780,1
679,5746,11977753,A2780,1
680,5746,387447,A2780,1
681,5746,3062316,A2780,1
682,5746,46926350,A2780,1
683,5746,176870,A2780,0
684,5746,5288382,A2780,1
685,5746,208908,A2780,1
686,5746,24964624,A2780,1
687,5746,24958200,A2780,1
688,5746,24748204,A2780,1
689,5746,11520894,A2780,1
690,5746,46239015,A2780,1
691,5746,9826528,A2780,1
692,5746,216239,A2780,0
693,5746,5329102,A2780,1
694,5746,5394,A2780,1
695,5746,5311,A2780,1
696,24964624,11960529,A2780,1
697,24964624,11977753,A2780,1
698,24964624,387447,A2780,1
699,24964624,3062316,A2780,1
700,24964624,46926350,A2780,1
701,24964624,176870,A2780,1
702,24964624,5288382,A2780,1
703,24964624,11520894,A2780,1
704,24964624,46239015,A2780,1
705,24964624,498162,A2780,1
706,24964624,9826528,A2780,1
707,24964624,104842,A2780,1
708,24964624,216239,A2780,1
709,24964624,60700,A2780,1
710,59691338,3385,A2780,1
711,59691338,11960529,A2780,1
712,59691338,11977753,A2780,1
713,59691338,2567,A2780,1
714,59691338,3062316,A2780,1
715,59691338,46926350,A2780,1
716,59691338,31703,A2780,1
717,59691338,176870,A2780,1
718,59691338,5288382,A2780,1
719,59691338,216453,A2780,1
720,59691338,208908,A2780,1
721,59691338,4091,A2780,1
722,59691338,126941,A2780,1
723,59691338,24964624,A2780,1
724,59691338,24958200,A2780,1
725,59691338,11520894,A2780,1
726,59691338,46239015,A2780,1
727,59691338,15953832,A2780,1
728,59691338,498162,A2780,1
729,59691338,9826528,A2780,1
730,59691338,216239,A2780,1
731,59691338,5329102,A2780,1
732,59691338,5394,A2780,1
733,59691338,5394,A2780,0
734,59691338,60700,A2780,1
735,59691338,5311497,A2780,1
736,59691338,5311,A2780,1
737,24958200,11960529,A2780,0
738,24958200,11977753,A2780,1
739,24958200,387447,A2780,1
740,24958200,3062316,A2780,1
741,24958200,46926350,A2780,1
742,24958200,176870,A2780,1
743,24958200,5288382,A2780,1
744,24958200,24964624,A2780,1
745,24958200,11520894,A2780,1
746,24958200,46239015,A2780,1
747,24958200,498162,A2780,1
748,24958200,9826528,A2780,1
749,24958200,104842,A2780,1
750,24958200,216239,A2780,1
751,24958200,60700,A2780,1
752,24748204,11960529,A2780,1
753,24748204,11977753,A2780,1
754,24748204,387447,A2780,1
755,24748204,3062316,A2780,1
756,24748204,176870,A2780,1
757,24748204,5288382,A2780,1
758,24748204,24964624,A2780,1
759,24748204,24958200,A2780,1
760,24748204,11520894,A2780,1
761,24748204,46239015,A2780,1
762,24748204,498162,A2780,1
763,24748204,9826528,A2780,1
764,24748204,104842,A2780,1
765,24748204,216239,A2780,1
766,24748204,60700,A2780,1
767,11520894,46926350,A2780,1
768,11520894,46239015,A2780,1
769,11520894,498162,A2780,1
770,11520894,104842,A2780,1
771,11520894,216239,A2780,1
772,11520894,60700,A2780,1
773,15953832,3385,A2780,1
774,15953832,11960529,A2780,1
775,15953832,24856436,A2780,1
776,15953832,11977753,A2780,1
777,15953832,387447,A2780,1
778,15953832,2567,A2780,1
779,15953832,3062316,A2780,1
780,15953832,46926350,A2780,1
781,15953832,31703,A2780,1
782,15953832,176870,A2780,1
783,15953832,36462,A2780,1
784,15953832,5288382,A2780,1
785,15953832,216453,A2780,1
786,15953832,208908,A2780,1
787,15953832,5746,A2780,1
788,15953832,24964624,A2780,1
789,15953832,24958200,A2780,1
790,15953832,24748204,A2780,1
791,15953832,11520894,A2780,1
792,15953832,46239015,A2780,1
793,15953832,498162,A2780,1
794,15953832,36314,A2780,1
795,15953832,9826528,A2780,1
796,15953832,104842,A2780,1
797,15953832,216239,A2780,1
798,15953832,5329102,A2780,1
799,15953832,5394,A2780,1
800,15953832,60700,A2780,1
801,15953832,13342,A2780,1
802,15953832,5311497,A2780,1
803,15953832,5311,A2780,1
804,498162,46926350,A2780,1
805,498162,46239015,A2780,1
806,498162,216239,A2780,1
807,36314,24856436,A2780,1
808,36314,11977753,A2780,1
809,36314,387447,A2780,1
810,36314,3062316,A2780,1
811,36314,46926350,A2780,1
812,36314,176870,A2780,1
813,36314,5288382,A2780,1
814,36314,216453,A2780,1
815,36314,208908,A2780,1
816,36314,24964624,A2780,1
817,36314,24958200,A2780,1
818,36314,24748204,A2780,1
819,36314,11520894,A2780,1
820,36314,46239015,A2780,1
821,36314,9826528,A2780,1
822,36314,216239,A2780,1
823,36314,5329102,A2780,1
824,36314,5394,A2780,0
825,36314,5394,A2780,1
826,36314,5311,A2780,1
827,9826528,11960529,A2780,1
828,9826528,11977753,A2780,1
829,9826528,387447,A2780,1
830,9826528,3062316,A2780,1
831,9826528,46926350,A2780,1
832,9826528,5288382,A2780,1
833,9826528,11520894,A2780,1
834,9826528,46239015,A2780,1
835,9826528,498162,A2780,1
836,9826528,104842,A2780,1
837,9826528,216239,A2780,1
838,9826528,60700,A2780,1
839,104842,216239,A2780,1
840,216239,46239015,A2780,1
841,5329102,11960529,A2780,1
842,5329102,24856436,A2780,1
843,5329102,11977753,A2780,1
844,5329102,387447,A2780,1
845,5329102,3062316,A2780,1
846,5329102,46926350,A2780,1
847,5329102,176870,A2780,1
848,5329102,5288382,A2780,1
849,5329102,208908,A2780,1
850,5329102,24964624,A2780,1
851,5329102,24958200,A2780,1
852,5329102,24748204,A2780,1
853,5329102,11520894,A2780,1
854,5329102,46239015,A2780,1
855,5329102,498162,A2780,1
856,5329102,9826528,A2780,1
857,5329102,104842,A2780,1
858,5329102,216239,A2780,1
859,5329102,5394,A2780,1
860,5329102,60700,A2780,1
861,5394,11960529,A2780,1
862,5394,24856436,A2780,1
863,5394,11977753,A2780,1
864,5394,3062316,A2780,1
865,5394,46926350,A2780,1
866,5394,176870,A2780,1
867,5394,5288382,A2780,1
868,5394,5288382,A2780,0
869,5394,208908,A2780,1
870,5394,24964624,A2780,1
871,5394,24958200,A2780,1
872,5394,24748204,A2780,1
873,5394,46239015,A2780,1
874,5394,498162,A2780,1
875,5394,9826528,A2780,1
876,5394,104842,A2780,0
877,5394,104842,A2780,1
878,5394,216239,A2780,1
879,5394,60700,A2780,1
880,60700,11977753,A2780,1
881,60700,46926350,A2780,1
882,60700,216239,A2780,1
883,13342,11960529,A2780,0
884,13342,24856436,A2780,1
885,13342,11977753,A2780,1
886,13342,3062316,A2780,1
887,13342,46926350,A2780,1
888,13342,176870,A2780,1
889,13342,5288382,A2780,1
890,13342,216453,A2780,1
891,13342,208908,A2780,1
892,13342,24964624,A2780,1
893,13342,24958200,A2780,1
894,13342,24748204,A2780,1
895,13342,11520894,A2780,1
896,13342,9826528,A2780,1
897,13342,216239,A2780,1
898,13342,5329102,A2780,1
899,13342,5394,A2780,0
900,13342,5311,A2780,1
901,5311497,11960529,A2780,1
902,5311497,24856436,A2780,1
903,5311497,11977753,A2780,1
904,5311497,387447,A2780,1
905,5311497,3062316,A2780,1
906,5311497,176870,A2780,1
907,5311497,5288382,A2780,1
908,5311497,208908,A2780,1
909,5311497,24964624,A2780,1
910,5311497,24958200,A2780,1
911,5311497,11520894,A2780,1
912,5311497,46239015,A2780,1
913,5311497,9826528,A2780,1
914,5311497,216239,A2780,1
915,5311497,5329102,A2780,1
916,5311497,5394,A2780,1
917,5311,24856436,A2780,1
918,5311,11977753,A2780,1
919,5311,387447,A2780,1
920,5311,3062316,A2780,1
921,5311,46926350,A2780,1
922,5311,176870,A2780,1
923,5311,5288382,A2780,1
924,5311,60749,A2780,1
925,5311,208908,A2780,1
926,5311,24964624,A2780,1
927,5311,24958200,A2780,1
928,5311,24748204,A2780,1
929,5311,11520894,A2780,1
